?x	?p	?y
<http://purl.obolibrary.org/obo/CHEBI_16015>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_76971>
<http://purl.obolibrary.org/obo/CHEBI_33579>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_33318>
<http://purl.obolibrary.org/obo/CHEBI_26709>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_77962>
<http://purl.obolibrary.org/obo/CHEBI_29986>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_29989>
<http://purl.obolibrary.org/obo/CHEBI_50314>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_29228>
<http://purl.obolibrary.org/obo/CHEBI_29228>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_17051>
<http://purl.obolibrary.org/obo/CHEBI_34699>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_25435>
<http://purl.obolibrary.org/obo/CHEBI_17594>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_22586>
<http://purl.obolibrary.org/obo/CHEBI_13941>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_28616>
<http://purl.obolibrary.org/obo/CHEBI_33497>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_27081>
<http://purl.obolibrary.org/obo/CHEBI_34699>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_68495>
<http://purl.obolibrary.org/obo/CHEBI_16842>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_50903>
<http://purl.obolibrary.org/obo/CHEBI_27899>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_50684>
<http://purl.obolibrary.org/obo/CHEBI_32458>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_35237>
<http://purl.obolibrary.org/obo/CHEBI_28876>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_50903>
<http://purl.obolibrary.org/obo/CHEBI_28938>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_16134>
<http://purl.obolibrary.org/obo/CHEBI_25255>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_25435>
<http://purl.obolibrary.org/obo/CHEBI_27732>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_60809>
<http://purl.obolibrary.org/obo/CHEBI_17359>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_17137>
<http://purl.obolibrary.org/obo/CHEBI_29255>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_29254>
<http://purl.obolibrary.org/obo/CHEBI_19363>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_25435>
<http://purl.obolibrary.org/obo/CHEBI_23377>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_28694>
<http://purl.obolibrary.org/obo/CHEBI_60466>	<http://purl.obolibrary.org/obo/chebi#is_tautomer_of>	<http://purl.obolibrary.org/obo/CHEBI_16670>
<http://purl.obolibrary.org/obo/CHEBI_49637>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_33937>
<http://purl.obolibrary.org/obo/CHEBI_27919>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_67105>
<http://purl.obolibrary.org/obo/CHEBI_29228>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_228364>
<http://purl.obolibrary.org/obo/CHEBI_33838>	<http://purl.obolibrary.org/obo/chebi#has_functional_parent>	<http://purl.obolibrary.org/obo/CHEBI_16646>
<http://purl.obolibrary.org/obo/CHEBI_16991>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_50298>
<http://purl.obolibrary.org/obo/CHEBI_28830>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_35610>
<http://purl.obolibrary.org/obo/CHEBI_26836>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_35223>
<http://purl.obolibrary.org/obo/CHEBI_62501>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_27470>
<http://purl.obolibrary.org/obo/CHEBI_17594>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_76971>
<http://purl.obolibrary.org/obo/CHEBI_16842>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_48219>
<http://purl.obolibrary.org/obo/CHEBI_28262>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_48358>
<http://purl.obolibrary.org/obo/CHEBI_51052>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_38941>
<http://purl.obolibrary.org/obo/CHEBI_16199>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_76971>
<http://purl.obolibrary.org/obo/CHEBI_21759>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_22333>
<http://purl.obolibrary.org/obo/CHEBI_24859>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_77746>
<http://purl.obolibrary.org/obo/CHEBI_17748>	<http://purl.obolibrary.org/obo/chebi#has_functional_parent>	<http://purl.obolibrary.org/obo/CHEBI_17821>
<http://purl.obolibrary.org/obo/CHEBI_35682>	<http://purl.obolibrary.org/obo/chebi#has_parent_hydride>	<http://purl.obolibrary.org/obo/CHEBI_16482>
<http://purl.obolibrary.org/obo/CHEBI_16670>	<http://purl.obolibrary.org/obo/chebi#is_tautomer_of>	<http://purl.obolibrary.org/obo/CHEBI_60466>
<http://purl.obolibrary.org/obo/CHEBI_16235>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_84735>
<http://purl.obolibrary.org/obo/CHEBI_35800>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_35801>
<http://purl.obolibrary.org/obo/CHEBI_36587>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_46629>
<http://purl.obolibrary.org/obo/CHEBI_15740>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of>	<http://purl.obolibrary.org/obo/CHEBI_30751>
<http://purl.obolibrary.org/obo/CHEBI_16998>	<http://purl.obolibrary.org/obo/chebi#is_tautomer_of>	<http://purl.obolibrary.org/obo/CHEBI_57981>
<http://purl.obolibrary.org/obo/CHEBI_16991>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_33793>
<http://purl.obolibrary.org/obo/CHEBI_16716>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_50903>
<http://purl.obolibrary.org/obo/CHEBI_63624>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_36044>
<http://purl.obolibrary.org/obo/CHEBI_25813>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_25435>
<http://purl.obolibrary.org/obo/CHEBI_48544>	<http://purl.obolibrary.org/obo/chebi#has_functional_parent>	<http://purl.obolibrary.org/obo/CHEBI_27376>
<http://purl.obolibrary.org/obo/CHEBI_29985>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_75772>
<http://purl.obolibrary.org/obo/CHEBI_30087>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_616459>
<http://purl.obolibrary.org/obo/CHEBI_37838>	<http://purl.obolibrary.org/obo/chebi#is_substituent_group_from>	<http://purl.obolibrary.org/obo/CHEBI_33575>
<http://purl.obolibrary.org/obo/CHEBI_28262>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_35481>
<http://purl.obolibrary.org/obo/CHEBI_39418>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_58954>
<http://purl.obolibrary.org/obo/CHEBI_26709>	<http://purl.obolibrary.org/obo/BFO_0000051>	<http://purl.obolibrary.org/obo/CHEBI_17137>
<http://purl.obolibrary.org/obo/CHEBI_16015>	<http://purl.obolibrary.org/obo/chebi#is_enantiomer_of>	<http://purl.obolibrary.org/obo/CHEBI_15966>
<http://purl.obolibrary.org/obo/CHEBI_16482>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_50903>
<http://purl.obolibrary.org/obo/CHEBI_32486>	<http://purl.obolibrary.org/obo/chebi#is_enantiomer_of>	<http://purl.obolibrary.org/obo/CHEBI_32494>
<http://purl.obolibrary.org/obo/CHEBI_14321>	<http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of>	<http://purl.obolibrary.org/obo/CHEBI_29987>
<http://purl.obolibrary.org/obo/CHEBI_23995>	<http://purl.obolibrary.org/obo/RO_0000087>	<http://purl.obolibrary.org/obo/CHEBI_50903>
